01.08.011;TINTA PISO BRANCO - LKS;PT   ;LATEX ACRILICO;21,81
01.08.012;TINTA PISO CINZA - LKS;PT   ;LATEX ACRILICO;21,81
01.08.013;TINTA PISO CINZA - LKS*;LA   ;LATEX ACRILICO;248,17
01.08.014;TINTA PISO CINZA - LKS;GL   ;LATEX ACRILICO;65,43
01.08.015;TINTA PISO CASTOR - LKS;GL   ;LATEX ACRILICO;65,43
01.08.016;TINTA PISO CZ CHUMBO - LKS;GL   ;LATEX ACRILICO;65,43
01.08.017;TINTA PISO CZ CHUMBO - LKS;LA   ;LATEX ACRILICO;248,17
01.08.018;TINTA PISO CONCRETO - LKS;LA   ;LATEX ACRILICO;248,17
01.08.019;TINTA PISO CONCRETO - LKS;GL   ;LATEX ACRILICO;65,43
01.08.020;TINTA PISO MARROM - LKS;GL   ;LATEX ACRILICO;65,43
01.08.021;TINTA PISO VERDE - LKS;GL   ;LATEX ACRILICO;65,43
01.08.022;TINTA PISO VERDE - LKS;PT   ;LATEX ACRILICO;21,81
01.08.023;TINTA PISO VERDE - LKS*;LA   ;LATEX ACRILICO;248,17
01.08.024;TINTA PISO VERMELHO - LKS;LA   ;LATEX ACRILICO;248,17
01.08.025;TINTA PISO VERMELHO - LKS;GL   ;LATEX ACRILICO;65,43
01.08.026;TINTA PISO VERMELHO - LKS;PT   ;LATEX ACRILICO;21,81
01.08.027;TINTA PISO CASTOR - LKS;LA   ;LATEX ACRILICO;248,17
01.08.028;TINTA PISO PRETO - LKS;LA   ;LATEX ACRILICO;248,17
01.08.029;TINTA PISO PRETO - LKS;GL   ;LATEX ACRILICO;65,43
01.08.030;TINTA PISO MARROM - LKS;LA   ;LATEX ACRILICO;248,17
01.08.031;TINTA PISO VERMELHO SEGURANCA - LKS;LA   ;LATEX ACRILICO;248,17
01.08.032;TINTA PISO VERMELHO SEGURANCA - LKS;GL   ;LATEX ACRILICO;65,43
01.09.   ;TEXTURAS - LKS;FL   ;BOINA;0,00
01.10.   ;ACRILICOS (SEDA TOP10 RENDE MUITO);FL   ;BOINA;0,00
01.10.001;LUKSCLEAN SEDA BRANCO NEVE - LKS;LA   ;LATEX ACRILICO;471,53
01.10.002;LUKSCLEAN SEDA BRANCO NEVE - LKS;GL   ;LATEX ACRILICO;107,65
01.10.003;LATEX AC EMBORRACHADA BRANCA LKS;LT   ;LATEX ACRILICO;468,17
01.10.004;LATEX AC FOSCO RENDE BRANCO - LKS;LA   ;LATEX ACRILICO;314,98
01.10.005;LATEX AC FOSCO RENDE PEROLA - LKS;LA   ;LATEX ACRILICO;326,00
01.10.006;LATEX AC FOSCO RENDE GELO - LKS;LA   ;LATEX ACRILICO;314,98
01.10.007;LATEX AC FOSCO RENDE PALHA - LKS;LA   ;LATEX ACRILICO;314,98
01.10.009;LATEX AC FOSCO RENDE LARANJA IMP - LKS;LA   ;LATEX ACRILICO;326,00
01.10.010;LATEX AC FOSCO RENDE OCEANO - LKS;LA   ;LATEX ACRILICO;326,00
01.10.012;LATEX AC FOSCO RENDE VD PRIM - LKS;LA   ;LATEX ACRILICO;326,00
01.10.013;LATEX AC FOSCO RENDE VD ANGRA - LKS;LA   ;LATEX ACRILICO;326,00
01.10.014;LATEX AC FOSCO RENDE BRANCO - LKS;GL   ;LATEX ACRILICO;73,21
01.10.015;LATEX AC FOSCO RENDE PEROLA - LKS;GL   ;LATEX ACRILICO;75,77
01.10.016;LATEX AC FOSCO RENDE GELO - LKS;GL   ;LATEX ACRILICO;73,21
01.10.017;LATEX AC FOSCO RENDE PALHA - LKS;GL   ;LATEX ACRILICO;73,20
01.10.019;LATEX AC FOSCO RENDE LARANJA IMP - LKS;GL   ;LATEX ACRILICO;75,77
01.10.020;LATEX AC FOSCO RENDE OCEANO - LKS;GL   ;LATEX ACRILICO;75,77
01.10.022;LATEX AC FOSCO RENDE VD PRIM - LKS;GL   ;LATEX ACRILICO;75,77
01.10.023;LATEX AC FOSCO RENDE VD ANGRA - LKS;GL   ;LATEX ACRILICO;75,77
01.10.026;LATEX AC EMBORRACHADA BRANCA - LKS;GL   ;LATEX ACRILICO;120,85
01.13.   ;TINTA GESSO E ESMALTE SINT BASE AGUA;     ;.;0,00
01.13.001;TINTA GESSO BRANCO - LKS;GL   ;COMPLEMENTO;57,26
01.13.002;TINTA GESSO BRANCO - LKS;LA   ;COMPLEMENTO;247,19
01.13.004;ESMALTE SINT BRIL BRANCO AGUA - LKS;GL   ;COMPLEMENTO;92,98
01.13.005;ESMALTE SINT BRIL BRANCO AGUA - LKS;PT   ;COMPLEMENTO;26,50
01.13.006;ESMALTE SINT ACET BRANCO AGUA - LKS;GL   ;COMPLEMENTO;96,10
01.13.007;ESMALTE SINT ACET BRANCO AGUA - LKS;PT   ;COMPLEMENTO;27,37
01.13.008;ESMALTE SINT FOSC BRANCO AGUA - LKS;PT   ;COMPLEMENTO;26,50
01.13.009;ESMALTE SINT FOSC BRANCO AGUA - LKS;GL   ;COMPLEMENTO;92,97
01.13.010;ESMALTE SINT BRIL PRETO AGUA - LKS;GL   ;COMPLEMENTO;96,06
01.13.011;ESMALTE SINT BRIL PRETO AGUA - LKS;PT   ;COMPLEMENTO;26,50
01.13.012;ESMALTE SINT BRIL VERMELHO AGUA - LKS;PT   ;COMPLEMENTO;26,51
01.13.013;ESMALTE SINT BRIL VERMELHO AGUA - LKS;GL   ;COMPLEMENTO;96,06
01.13.014;ESMALTE SINT BRIL AMARELO AGUA - LKS;GL   ;COMPLEMENTO;96,06
01.13.015;ESMALTE SINT BRIL AMARELO AGUA - LKS;PT   ;COMPLEMENTO;26,50
01.13.016;ESMALTE SINT BRIL TABACO AGUA - LKS;GL   ;COMPLEMENTO;96,06
01.13.017;ESMALTE SINT BRIL TABACO AGUA - LKS;PT   ;COMPLEMENTO;26,50
01.13.018;ESMALTE SINT BRIL VERD FLH AGUA - LKS;PT   ;COMPLEMENTO;26,50
01.13.019;ESMALTE SINT BRIL VERD FLH AGUA - LKS;GL   ;COMPLEMENTO;96,06
